% f762.txt
% Date Wed, Jun 23, 2021 3:57 PM
% Ascending Sine seq
% Response spectrum
% Stim level (V pk) 1.000, 0 dB filter gain, 120.0 dB attenuation
% Freq [Hz]	Ch0 Mag [dB]	Ch0 Phase [cyc]	Ch1 Mag [dB]	Ch1 Phase [cyc]	Ch2 Mag [dB]	Ch2 Phase [cyc]	Ch3 Mag [dB]	Ch3 Phase [cyc]
%%end
100.000000	-123.549695	-0.076245	-5.178848	0.449968	-63.244856	-0.255155	-16.333931	-0.267000
200.000000	-112.754431	-0.005740	-11.047960	0.294409	-68.992346	-0.461627	-18.426898	-0.254715
300.000000	-103.185327	0.234837	-12.096374	0.270832	-42.556190	-0.038242	-18.456720	-0.246367
400.000000	-124.242923	-0.025501	-12.451897	0.255421	-43.280692	-0.483396	-18.409754	-0.240635
500.000000	-114.715833	-0.029149	-12.756273	0.246870	-55.785485	0.311490	-18.314687	-0.236507
600.000000	-124.555070	-0.041942	-12.578982	0.250218	-62.947955	0.479802	-18.198751	-0.233460
700.000000	-129.937617	0.483873	-11.827939	0.236388	-59.566439	0.399266	-18.099449	-0.230946
800.000000	-141.366674	0.231045	-12.146439	0.219719	-63.887344	0.340295	-17.989246	-0.228527
900.000000	-105.720099	0.329293	-12.169686	0.213223	-58.076491	0.403662	-17.872686	-0.226589
1000.000000	-122.564890	0.190553	-12.520018	0.204665	-60.621153	0.335697	-17.759812	-0.224946
1100.000001	-118.642597	0.017443	-12.229327	0.203539	-52.149521	0.333826	-17.648841	-0.223538
1200.000001	-126.678226	-0.333426	-12.071057	0.199367	-58.049429	0.358017	-17.539299	-0.222332
1300.000001	-114.093854	0.013115	-11.903057	0.194848	-56.206052	0.301708	-17.432435	-0.221295
1400.000001	-115.761950	0.467191	-11.812491	0.193412	-56.648270	0.340747	-17.327193	-0.220412
1500.000001	-116.339438	0.152455	-11.153601	0.194026	-59.639641	0.308144	-17.227314	-0.219691
1600.000001	-114.160427	0.135646	-10.674966	0.184364	-58.067934	0.311708	-17.130250	-0.219028
1700.000001	-118.341261	-0.302725	-10.226970	0.182354	-57.002775	0.315061	-17.035232	-0.218486
1800.000001	-119.165580	0.318625	-9.597369	0.173904	-57.072626	0.293090	-16.944005	-0.218013
